x,y,z,finos,litho,alter
1,5,14,4.737267099226865,Litho_C,Alter_B
1,5,15,4.133615114104911,Litho_C,Alter_B
1,5,16,4.287240809670422,Litho_C,Alter_C
1,5,17,5.111740264885609,Litho_C,Alter_C
1,5,18,5.448797147812618,Litho_C,Alter_B
1,5,19,4.854151895388306,Litho_C,Alter_B
1,5,20,4.076209574500663,Litho_B,Alter_B
1,6,1,4.967315758106219,Litho_A,Alter_A
1,6,2,4.487938170969536,Litho_A,Alter_A
1,6,3,3.6358514652816893,Litho_A,Alter_A
1,6,4,3.3551240690503343,Litho_A,Alter_A
1,6,5,3.101253281399914,Litho_A,Alter_A
1,6,6,2.9544757010961282,Litho_B,Alter_A
1,6,7,3.938426991497982,Litho_B,Alter_B
1,6,8,5.034906370977381,Litho_B,Alter_B
1,6,9,5.005708282234178,Litho_B,Alter_B
1,6,10,4.315156847795469,Litho_B,Alter_B
1,6,11,3.6594850230836053,Litho_C,Alter_B
1,6,12,3.7935565652564334,Litho_C,Alter_B
1,6,13,4.6600224543036415,Litho_C,Alter_B
1,6,14,4.837395275937023,Litho_C,Alter_B
1,6,15,4.218886703748657,Litho_C,Alter_C
1,6,16,4.159267825634003,Litho_C,Alter_C
1,6,17,4.840291778240598,Litho_C,Alter_C
1,6,18,5.247033583930266,Litho_C,Alter_B
1,6,19,4.725274090330897,Litho_B,Alter_B
1,6,20,3.822314253561487,Litho_B,Alter_B
1,7,1,5.289177862056718,Litho_A,Alter_A
1,7,2,4.5199201878199515,Litho_A,Alter_A
1,7,3,3.496005704562555,Litho_A,Alter_A
1,7,4,3.073100855848934,Litho_A,Alter_A
1,7,5,2.7614071625346597,Litho_A,Alter_A
1,7,6,2.7394858175136316,Litho_A,Alter_A
1,7,7,3.9039622720952285,Litho_B,Alter_A
1,7,8,5.008717172881653,Litho_B,Alter_B
1,7,9,4.838353938244108,Litho_B,Alter_B
1,7,10,4.184357249014959,Litho_B,Alter_B
1,7,11,3.817235167633193,Litho_B,Alter_B
1,7,12,4.113313637881921,Litho_B,Alter_B
1,7,13,4.816888517331691,Litho_C,Alter_B
1,7,14,4.6840146718242375,Litho_C,Alter_C
1,7,15,3.7173351419860916,Litho_C,Alter_C
1,7,16,3.318597683089708,Litho_C,Alter_C
1,7,17,3.8273274948481557,Litho_C,Alter_C
1,7,18,4.227621781073843,Litho_B,Alter_B
1,7,19,3.7963178927783963,Litho_B,Alter_B
1,7,20,3.2843604587028716,Litho_B,Alter_B
1,8,1,5.139996945886178,Litho_A,Alter_B
1,8,2,4.438217525662358,Litho_A,Alter_B
1,8,3,3.698805772982351,Litho_A,Alter_B
1,8,4,3.4003918906223856,Litho_A,Alter_A
1,8,5,3.0564502291645277,Litho_A,Alter_A
1,8,6,3.022161376920821,Litho_A,Alter_A
1,8,7,4.023945285007658,Litho_A,Alter_A
1,8,8,4.843533845155395,Litho_B,Alter_A
1,8,9,4.662686336152105,Litho_B,Alter_A
1,8,10,4.2891698018008615,Litho_B,Alter_A
1,8,11,4.111227634845916,Litho_B,Alter_A
1,8,12,4.3398373846239755,Litho_B,Alter_B
1,8,13,4.8282406359146925,Litho_B,Alter_B
1,8,14,4.551522953249836,Litho_B,Alter_C
1,8,15,3.683085234545767,Litho_B,Alter_C
1,8,16,3.4740534362743682,Litho_B,Alter_C
1,8,17,4.026011456888111,Litho_B,Alter_B
1,8,18,4.320594992996806,Litho_B,Alter_B
1,8,19,3.7260740037124536,Litho_B,Alter_A
1,8,20,3.2244299455614156,Litho_B,Alter_A
1,9,1,4.618327254793053,Litho_A,Alter_B
1,9,2,4.3093833690239745,Litho_A,Alter_B
1,9,3,4.015430329224108,Litho_A,Alter_B
1,9,4,4.02503536903091,Litho_A,Alter_A
1,9,5,3.8723188916450595,Litho_A,Alter_A
1,9,6,3.864341243777149,Litho_A,Alter_A
1,9,7,4.394642537627552,Litho_A,Alter_A
1,9,8,4.443189542936414,Litho_A,Alter_A
1,9,9,3.983902061466212,Litho_B,Alter_A
1,9,10,3.900726071015298,Litho_B,Alter_A
1,9,11,3.8812979119553535,Litho_B,Alter_A
1,9,12,3.9473569581443346,Litho_B,Alter_B
1,9,13,4.349277902032309,Litho_B,Alter_B
1,9,14,4.321830945320047,Litho_B,Alter_B
1,9,15,4.012130758255165,Litho_B,Alter_B
1,9,16,4.323184393546813,Litho_B,Alter_B
1,9,17,5.0738870986725395,Litho_B,Alter_B
1,9,18,5.445041344800513,Litho_B,Alter_A
1,9,19,4.811890375311492,Litho_B,Alter_A
1,9,20,3.933540221149086,Litho_B,Alter_A
1,10,1,4.043268502611993,Litho_A,Alter_C
1,10,2,4.279831176364531,Litho_A,Alter_C
1,10,3,4.160299930693581,Litho_A,Alter_B
1,10,4,4.290566294796467,Litho_A,Alter_A
1,10,5,4.500753643905407,Litho_A,Alter_A
1,10,6,4.830965811707612,Litho_A,Alter_A
1,10,7,5.165914752591319,Litho_A,Alter_A
1,10,8,4.556053557836861,Litho_A,Alter_A
1,10,9,3.654167257203155,Litho_A,Alter_A
1,10,10,3.658662434545483,Litho_B,Alter_A
1,10,11,3.8220798272240604,Litho_B,Alter_A
1,10,12,3.827913196807772,Litho_B,Alter_A
1,10,13,4.071485858178042,Litho_B,Alter_B
1,10,14,4.004088013189235,Litho_B,Alter_B
1,10,15,3.9533922694420256,Litho_B,Alter_B
1,10,16,4.7425463748758965,Litho_B,Alter_B
1,10,17,5.832088429822662,Litho_B,Alter_A
1,10,18,6.433400173055869,Litho_B,Alter_A
1,10,19,6.024394320452101,Litho_B,Alter_A
1,10,20,4.999720532679101,Litho_B,Alter_A
1,11,1,3.540656787968089,Litho_B,Alter_C
1,11,2,3.8607794109325653,Litho_A,Alter_C
1,11,3,3.6642839349937955,Litho_A,Alter_B
1,11,4,3.8982275388494596,Litho_A,Alter_A
1,11,5,4.542790447915272,Litho_A,Alter_A
1,11,6,5.2915852344633425,Litho_A,Alter_A
1,11,7,5.814604988710489,Litho_A,Alter_A
1,11,8,5.186295664568811,Litho_A,Alter_A
1,11,9,4.024256948604601,Litho_A,Alter_A
1,11,10,3.769014376997344,Litho_A,Alter_A
1,11,11,3.986563753993602,Litho_B,Alter_A
1,11,12,4.150542828091845,Litho_B,Alter_A
1,11,13,4.290195591213579,Litho_B,Alter_B
1,11,14,3.941015676347266,Litho_B,Alter_B
1,11,15,3.883998969811221,Litho_B,Alter_B
1,11,16,5.024013187681008,Litho_B,Alter_B
1,11,17,6.249094274532684,Litho_B,Alter_A
1,11,18,6.661901247686435,Litho_B,Alter_A
1,11,19,6.331189856745101,Litho_B,Alter_A
1,11,20,5.570333139590289,Litho_B,Alter_A
1,12,1,3.2696471638257547,Litho_B,Alter_C
1,12,2,3.195125172617153,Litho_A,Alter_C
1,12,3,3.131073444306838,Litho_A,Alter_B
1,12,4,3.858490017962284,Litho_A,Alter_A
1,12,5,4.935791078266579,Litho_A,Alter_A
1,12,6,5.577157533716045,Litho_A,Alter_A
1,12,7,5.750755600734044,Litho_A,Alter_A
1,12,8,5.119214776995378,Litho_A,Alter_A
1,12,9,4.013759171989186,Litho_A,Alter_A
1,12,10,3.655431135701714,Litho_A,Alter_A
1,12,11,3.9866089404879768,Litho_B,Alter_A
1,12,12,4.338718164663678,Litho_B,Alter_A
1,12,13,4.415398564657528,Litho_B,Alter_B
1,12,14,4.06245096585218,Litho_B,Alter_B
1,12,15,4.256833092602254,Litho_B,Alter_B
1,12,16,5.461522605873752,Litho_B,Alter_B
1,12,17,6.185474482886181,Litho_B,Alter_A
1,12,18,6.013766199558547,Litho_B,Alter_A
1,12,19,5.787180407491839,Litho_B,Alter_A
1,12,20,5.474050543153946,Litho_B,Alter_A
1,13,1,3.6928605386850384,Litho_B,Alter_C
1,13,2,3.2957384532572442,Litho_B,Alter_B
1,13,3,3.409609716212971,Litho_B,Alter_B
1,13,4,4.5499185126157,Litho_B,Alter_A
1,13,5,5.88915096739901,Litho_A,Alter_A
1,13,6,6.1120689171457085,Litho_A,Alter_A
1,13,7,5.417526600222972,Litho_A,Alter_A
1,13,8,4.452353213898305,Litho_A,Alter_A
1,13,9,3.6446614342394428,Litho_A,Alter_A
1,13,10,3.6661096456857796,Litho_A,Alter_A
1,13,11,4.24524240723589,Litho_A,Alter_A
1,13,12,4.464432601709971,Litho_B,Alter_A
1,13,13,4.221489769474561,Litho_B,Alter_B
1,13,14,4.131891756342723,Litho_B,Alter_B
1,13,15,4.906664069164059,Litho_B,Alter_B
1,13,16,5.967096886919692,Litho_B,Alter_A
1,13,17,5.953158029013946,Litho_B,Alter_A
1,13,18,5.527578564416396,Litho_B,Alter_A
1,13,19,5.754193867022341,Litho_B,Alter_A
1,13,20,5.634123535420424,Litho_B,Alter_A
1,14,1,4.334415477903613,Litho_B,Alter_B
1,14,2,3.714239295936597,Litho_B,Alter_B
1,14,3,3.707354085428414,Litho_B,Alter_B
1,14,4,4.843967595019373,Litho_B,Alter_A
1,14,5,6.281254043905366,Litho_B,Alter_A
1,14,6,6.417215691284673,Litho_B,Alter_A
1,14,7,5.352382585835658,Litho_A,Alter_A
1,14,8,4.262720970733435,Litho_A,Alter_A
1,14,9,3.7040917025408877,Litho_A,Alter_A
1,14,10,3.9387995794039874,Litho_A,Alter_A
1,14,11,4.557888595339451,Litho_A,Alter_A
1,14,12,4.624049495410358,Litho_A,Alter_A
1,14,13,4.233736329189488,Litho_A,Alter_B
1,14,14,4.376666024168695,Litho_A,Alter_B
1,14,15,5.3492501091867135,Litho_A,Alter_A
1,14,16,6.029432960839868,Litho_A,Alter_A
1,14,17,5.7082334747910455,Litho_A,Alter_A
1,14,18,5.7734926181663715,Litho_A,Alter_A
1,14,19,6.737687789897993,Litho_A,Alter_A
1,14,20,6.695466485298196,Litho_B,Alter_A
1,15,1,4.44288259609607,Litho_B,Alter_B
1,15,2,3.4864996132190824,Litho_B,Alter_B
1,15,3,3.3659978305359513,Litho_B,Alter_A
1,15,4,4.4920388644978155,Litho_B,Alter_A
1,15,5,5.82285644072426,Litho_B,Alter_A
1,15,6,5.943041262316823,Litho_B,Alter_A
1,15,7,5.149306349867618,Litho_B,Alter_A
1,15,8,4.5631295139697015,Litho_A,Alter_A
1,15,9,4.313501373755068,Litho_A,Alter_A
1,15,10,4.353794289230768,Litho_A,Alter_A
1,15,11,4.675196856400877,Litho_A,Alter_A
1,15,12,4.840221311390952,Litho_A,Alter_A
1,15,13,4.769963046793855,Litho_A,Alter_A
1,15,14,4.808898821918084,Litho_A,Alter_A
1,15,15,4.962828102881324,Litho_A,Alter_A
1,15,16,4.839109361895608,Litho_A,Alter_A
1,15,17,4.692717078298226,Litho_A,Alter_A
1,15,18,5.686705655817978,Litho_A,Alter_A
1,15,19,7.427957443639178,Litho_A,Alter_A
1,15,20,7.810165626173498,Litho_A,Alter_A
1,16,1,4.311315973885545,Litho_B,Alter_A
1,16,2,3.0236890177950118,Litho_B,Alter_A
1,16,3,3.0056185866546308,Litho_B,Alter_A
1,16,4,4.189872902679461,Litho_B,Alter_A
1,16,5,5.241195244965573,Litho_B,Alter_A
1,16,6,5.222013349898693,Litho_B,Alter_A
1,16,7,4.845786538545164,Litho_B,Alter_A
1,16,8,4.998399532291973,Litho_B,Alter_A
1,16,9,5.21447102887617,Litho_A,Alter_A
1,16,10,5.129140420057601,Litho_A,Alter_A
1,16,11,5.07221267675611,Litho_A,Alter_B
1,16,12,5.231180713953952,Litho_A,Alter_B
1,16,13,5.477550988745749,Litho_A,Alter_B
1,16,14,5.266666652254028,Litho_A,Alter_A
1,16,15,4.3713094267963655,Litho_A,Alter_A
1,16,16,3.524342979029951,Litho_A,Alter_A
1,16,17,3.5924778286149084,Litho_A,Alter_A
1,16,18,4.930607936737607,Litho_A,Alter_A
1,16,19,6.740996992641758,Litho_A,Alter_A
1,16,20,7.524256901590416,Litho_A,Alter_A
1,17,1,4.083487537531282,Litho_B,Alter_A
1,17,2,3.02205880654356,Litho_B,Alter_A
1,17,3,3.3019397883804955,Litho_B,Alter_A
1,17,4,4.279487354954838,Litho_B,Alter_A
1,17,5,5.048725990016326,Litho_B,Alter_A
1,17,6,5.060434763669224,Litho_B,Alter_A
1,17,7,4.87036542943953,Litho_B,Alter_A
1,17,8,5.164770888365945,Litho_B,Alter_A
1,17,9,5.434103084109172,Litho_A,Alter_A
1,17,10,5.323985168759409,Litho_A,Alter_B
1,17,11,5.189912232480809,Litho_A,Alter_B
1,17,12,5.371218076977052,Litho_A,Alter_B
1,17,13,5.825676085547429,Litho_A,Alter_B
1,17,14,5.652079343297864,Litho_A,Alter_A
1,17,15,4.5343782418297485,Litho_A,Alter_A
1,17,16,3.7550344867525474,Litho_A,Alter_A
1,17,17,3.935547771022148,Litho_A,Alter_A
1,17,18,4.571517757277196,Litho_A,Alter_A
1,17,19,5.376807278550229,Litho_A,Alter_A
1,17,20,5.981024484626723,Litho_A,Alter_A
1,18,1,3.815196587761287,Litho_B,Alter_A
1,18,2,3.8023752401841273,Litho_B,Alter_A
1,18,3,4.48398499636318,Litho_B,Alter_A
1,18,4,4.8681966646306805,Litho_B,Alter_A
1,18,5,5.230656513863762,Litho_B,Alter_A
1,18,6,5.238911759191922,Litho_B,Alter_A
1,18,7,4.914885899873799,Litho_B,Alter_A
1,18,8,4.888514042502797,Litho_B,Alter_A
1,18,9,4.74309936079491,Litho_A,Alter_A
1,18,10,4.310167508462155,Litho_A,Alter_B
1,18,11,4.247561483560775,Litho_A,Alter_B
1,18,12,4.764803422323156,Litho_A,Alter_C
1,18,13,5.493265092473603,Litho_A,Alter_B
1,18,14,5.527647130050408,Litho_A,Alter_B
1,18,15,4.840494828129652,Litho_A,Alter_A
1,18,16,4.815021563426422,Litho_A,Alter_A
1,18,17,5.297816421940137,Litho_A,Alter_A
1,18,18,5.060907898918045,Litho_A,Alter_A
1,18,19,4.608677418879547,Litho_A,Alter_B
1,18,20,4.541477695376041,Litho_A,Alter_B
1,19,1,3.8321140495994492,Litho_C,Alter_A
1,19,2,4.815311949190054,Litho_C,Alter_A
1,19,3,5.622567375953935,Litho_C,Alter_A
1,19,4,5.40688488279339,Litho_B,Alter_A
1,19,5,5.432581297896185,Litho_B,Alter_A
1,19,6,5.350969705331003,Litho_B,Alter_A
1,19,7,4.909145612764951,Litho_B,Alter_A
1,19,8,4.851336657880454,Litho_A,Alter_A
1,19,9,4.409708395285894,Litho_A,Alter_B
1,19,10,3.3378682322337703,Litho_A,Alter_B
1,19,11,3.0646403263728557,Litho_A,Alter_C
1,19,12,3.908644001197388,Litho_A,Alter_C
1,19,13,4.919559134379576,Litho_A,Alter_C
1,19,14,5.237744629438091,Litho_A,Alter_B
1,19,15,5.113444470869293,Litho_A,Alter_A
1,19,16,5.6571426387273736,Litho_A,Alter_A
1,19,17,6.206341071938808,Litho_A,Alter_A
1,19,18,5.446566615483415,Litho_A,Alter_B
1,19,19,4.3462488467488365,Litho_A,Alter_B
1,19,20,3.6969403360153543,Litho_A,Alter_B
1,20,1,3.659246767974144,Litho_C,Alter_A
1,20,2,4.832410331504593,Litho_C,Alter_A
1,20,3,5.403296438842803,Litho_C,Alter_A
1,20,4,4.983662895082453,Litho_B,Alter_A
1,20,5,5.173294781205126,Litho_B,Alter_A
1,20,6,5.3743357732319845,Litho_B,Alter_A
1,20,7,5.028688201848338,Litho_B,Alter_A
1,20,8,4.969155677147011,Litho_A,Alter_A
1,20,9,4.371330023895194,Litho_A,Alter_B
1,20,10,2.980331906657936,Litho_A,Alter_B
1,20,11,2.631246021814839,Litho_A,Alter_C
1,20,12,3.645336820241987,Litho_A,Alter_C
1,20,13,4.832366888115001,Litho_A,Alter_B
1,20,14,5.566361667819918,Litho_A,Alter_B
1,20,15,5.895129136196079,Litho_A,Alter_A
1,20,16,6.210110100649725,Litho_A,Alter_A
1,20,17,6.049927787203785,Litho_A,Alter_A
1,20,18,4.94915195737137,Litho_A,Alter_B
1,20,19,4.000026228896124,Litho_A,Alter_B
1,20,20,3.4664136015250584,Litho_A,Alter_B
2,1,1,5.007069204948115,Litho_B,Alter_B
2,1,2,5.014942717850465,Litho_B,Alter_C
2,1,3,5.882425776102456,Litho_B,Alter_C
2,1,4,6.989688464069256,Litho_C,Alter_C
2,1,5,6.6376397985133675,Litho_C,Alter_D
2,1,6,5.226666049166277,Litho_C,Alter_D
2,1,7,4.296738065375917,Litho_C,Alter_D
2,1,8,4.021797561193761,Litho_C,Alter_D
2,1,9,3.8882091364985887,Litho_C,Alter_D
2,1,10,3.884371080439833,Litho_C,Alter_C
2,1,11,4.09503303565966,Litho_C,Alter_B
2,1,12,4.034351779162771,Litho_C,Alter_B
2,1,13,3.6909374367615744,Litho_C,Alter_B
2,1,14,4.035520575078724,Litho_C,Alter_B
2,1,15,4.764791153079453,Litho_C,Alter_A
2,1,16,4.798749310015623,Litho_C,Alter_A
2,1,17,4.6976214966341665,Litho_C,Alter_A
2,1,18,4.570817779970597,Litho_C,Alter_A
2,1,19,3.5636992420973583,Litho_C,Alter_A
2,1,20,2.5884426615953884,Litho_C,Alter_A
2,2,1,3.740675695023068,Litho_B,Alter_B
2,2,2,3.9771628203079854,Litho_B,Alter_B
2,2,3,5.310551826825339,Litho_B,Alter_B
2,2,4,6.379272505349579,Litho_B,Alter_B
2,2,5,6.065480402025196,Litho_C,Alter_C
2,2,6,5.146253041104182,Litho_C,Alter_D
2,2,7,4.471188729881418,Litho_C,Alter_D
2,2,8,4.096403843853988,Litho_C,Alter_D
2,2,9,4.289233132724087,Litho_C,Alter_C
2,2,10,4.91449586380754,Litho_C,Alter_C
2,2,11,5.1292774787936395,Litho_C,Alter_B
2,2,12,4.524958549908225,Litho_C,Alter_B
2,2,13,3.7941235733493284,Litho_C,Alter_A
2,2,14,3.841829085786305,Litho_C,Alter_A
2,2,15,4.13285623689898,Litho_C,Alter_A
2,2,16,4.096176496329578,Litho_C,Alter_A
2,2,17,4.671058176961232,Litho_C,Alter_A
2,2,18,5.215153034387047,Litho_C,Alter_B
2,2,19,4.081686438651124,Litho_C,Alter_B
2,2,20,2.840737971101574,Litho_C,Alter_B
2,3,1,3.2920995617553723,Litho_A,Alter_A
2,3,2,3.8630082282644747,Litho_B,Alter_A
2,3,3,4.72233933422076,Litho_B,Alter_A
2,3,4,5.2101619073635215,Litho_B,Alter_B
2,3,5,5.221244127688566,Litho_B,Alter_C
2,3,6,5.2265654772567425,Litho_B,Alter_C
2,3,7,5.087066086535454,Litho_C,Alter_D
2,3,8,4.729111971530129,Litho_C,Alter_D
2,3,9,4.883498254084366,Litho_C,Alter_C
2,3,10,5.232178023919799,Litho_C,Alter_C
2,3,11,4.8212719229242555,Litho_C,Alter_B
2,3,12,4.033032229251676,Litho_C,Alter_B
2,3,13,3.5688588991366945,Litho_C,Alter_A
2,3,14,3.337308527572885,Litho_C,Alter_A
2,3,15,3.045445183236541,Litho_C,Alter_A
2,3,16,3.1471407124669106,Litho_C,Alter_B
2,3,17,4.449336712318598,Litho_C,Alter_B
2,3,18,5.611515567823217,Litho_C,Alter_B
2,3,19,4.752902992009819,Litho_C,Alter_B
2,3,20,3.6530945982064615,Litho_B,Alter_B
2,4,1,3.542112695645635,Litho_A,Alter_A
2,4,2,4.216713674149791,Litho_A,Alter_A
2,4,3,4.496418648931062,Litho_B,Alter_A
2,4,4,4.637968960761128,Litho_B,Alter_A
2,4,5,4.741880559277706,Litho_B,Alter_B
2,4,6,4.990580963163027,Litho_B,Alter_C
2,4,7,5.274860388787797,Litho_B,Alter_C
2,4,8,5.230709313276201,Litho_B,Alter_C
2,4,9,5.100642555062074,Litho_C,Alter_C
2,4,10,4.691001889131517,Litho_C,Alter_B
2,4,11,3.7841282405160515,Litho_C,Alter_B
2,4,12,3.368947665924952,Litho_C,Alter_B
2,4,13,3.5626961984679797,Litho_C,Alter_B
2,4,14,3.306970046765009,Litho_C,Alter_B
2,4,15,2.7991104628850785,Litho_C,Alter_B
2,4,16,3.1571848877169995,Litho_C,Alter_B
2,4,17,4.6105909505290175,Litho_C,Alter_C
2,4,18,5.7247978370778165,Litho_C,Alter_B
2,4,19,5.079607840637848,Litho_C,Alter_B
2,4,20,4.0710028021988105,Litho_B,Alter_B
2,5,1,3.759015745601363,Litho_A,Alter_A
2,5,2,4.207527391531051,Litho_A,Alter_A
2,5,3,4.234768951845317,Litho_A,Alter_A
2,5,4,4.307665413566372,Litho_A,Alter_A
2,5,5,4.120300093925071,Litho_B,Alter_B
2,5,6,4.079499233597826,Litho_B,Alter_B
2,5,7,4.752673446612114,Litho_B,Alter_B
2,5,8,5.183964350774539,Litho_B,Alter_B
2,5,9,4.877583914931173,Litho_B,Alter_B
2,5,10,4.236635490773594,Litho_C,Alter_B
2,5,11,3.534709446952962,Litho_C,Alter_B
2,5,12,3.4568607503654043,Litho_C,Alter_B
2,5,13,3.8951370100332237,Litho_C,Alter_B
2,5,14,3.8024378565549526,Litho_C,Alter_B
2,5,15,3.524768762620689,Litho_C,Alter_B
2,5,16,4.0354787328353225,Litho_C,Alter_C
2,5,17,5.161132434024193,Litho_C,Alter_C
2,5,18,5.934090033297813,Litho_C,Alter_B
2,5,19,5.409473093857734,Litho_B,Alter_B
2,5,20,4.1859778675694805,Litho_B,Alter_B
2,6,1,3.859425267776972,Litho_A,Alter_A
2,6,2,3.8868465708253335,Litho_A,Alter_A
2,6,3,3.6180837530483583,Litho_A,Alter_A
2,6,4,3.390488825882857,Litho_A,Alter_A
2,6,5,2.95943717377361,Litho_A,Alter_A
2,6,6,3.042629714298956,Litho_B,Alter_B
2,6,7,4.211312465737976,Litho_B,Alter_B
2,6,8,4.852840292553868,Litho_B,Alter_B
2,6,9,4.427774452521633,Litho_B,Alter_B
2,6,10,4.106456200394359,Litho_B,Alter_B
2,6,11,3.9254326758377425,Litho_C,Alter_B
2,6,12,3.8286482367571715,Litho_C,Alter_B
2,6,13,4.110595275896405,Litho_C,Alter_B
2,6,14,4.1812053917661745,Litho_C,Alter_B
2,6,15,3.9984116145770168,Litho_C,Alter_C
2,6,16,4.2986953272468655,Litho_C,Alter_C
2,6,17,5.104346715207229,Litho_C,Alter_B
2,6,18,5.74594900832323,Litho_B,Alter_B
2,6,19,5.358458199537027,Litho_B,Alter_A
2,6,20,4.119114997931394,Litho_B,Alter_A
2,7,1,4.232396609403297,Litho_A,Alter_A
2,7,2,4.056246440249996,Litho_A,Alter_A
2,7,3,3.530193615371135,Litho_A,Alter_A
2,7,4,2.960893483068257,Litho_A,Alter_A
2,7,5,2.576676835821396,Litho_A,Alter_A
2,7,6,2.997153669516907,Litho_A,Alter_B
2,7,7,4.266133007957514,Litho_B,Alter_B
2,7,8,4.744385565516331,Litho_B,Alter_B
2,7,9,4.369155759359753,Litho_B,Alter_B
2,7,10,4.465650993490984,Litho_B,Alter_B
2,7,11,4.53832654307449,Litho_B,Alter_B
2,7,12,4.289267402146541,Litho_C,Alter_B
